brand,count_like,count_comment,followers,y,text_nov,text_div,text_DS,text_ATI,image_nov,image_div,image_DS,image_ATI,meta_nov,meta_div,meta_DS,meta_ATI,ATI_final,DS_final,caption,ocr_text
dejengoolongtea,367,0,13000.0,0.028230747514809605,0.0,1.0000001,0.50000006,49.999992,0.32751116,0.8496548,0.32751116,67.24888,0.1784443,0.0040425532,0.1784443,82.15557,67.24888,0.32751116,"超商中，藏了一糸焙火的細膩
有茶香、有奶韻也有些大人感
以焙烏龍茶為基底
經三分火慢烤，火韻藏於茶香🍂
溫潤而不喧嘩
冷飲時輕甜細膩、熱飲溫潤醇厚
7-ELEVEN 限定販售
#金焙烏龍奶 即日起至5/13 嚐鮮體驗𝟮件𝟳𝟬元 (原價39)",' 由 t 金 11 3 島龍妨 0 t 0oio Mll 0010 焙尉0 PROltc7 C1 0t[0
teamagichand00,0,4,10000.0,0.001999998000002,0.0,1.0000001,0.50000006,49.999992,0.50782627,0.7811133,0.50782627,49.217373,0.45689785,0.006181074,0.45689785,54.310215,49.217373,0.50782627,"▋穿上《茶の魔手》，大聲宣告我來自那個讓全世界愛上用吸管咀嚼的地方 - TAIWAN！
I’m from Bubble Tea Land，這件 T-shirt 就是你的身份證明，讓你出國「無需解釋」的神器。
⚑ 台灣魂，有喝也要有穿，加入泡泡軍團行列 🧋
.tw/7ft6du
茶の魔手 x 二周目 × 瑕疵設計 × ViewFinder
四方聯手 中性聯名服飾 &amp; 圖像授權周邊
#cityboy #citygirl #中性穿搭","波 BUBBLETEA NATON T#1/1 庾手 BUBBLETEAisTATWAN'sPRIDE 11 CHALLEHOE HODE CREATIUE 0311510117/1[1/{1|01010101 T- Shirt 二周目x茶之魔手 {珍奶走路} Ewery time frawel, someone asks, Are you from China?"" AndIm like, No no no lm from Taiwan!"" You know the place where bubble tea comesfrom? Mot China not Japan not Korea Iie re from theland of bubble tea! This fun collab from Er Zhou Mu Flawed Design Tea & Magic Hand is made just forthose moments Mo awkward explanations just proudly say I'mfrom Taiwan!faka Bubble Tea Landl)"" C010` 3"
hanlin.tea,11,2,995.0,0.02110531552446709,0.0,1.0000001,0.50000006,49.999992,0.4709686,0.76817006,0.4709686,52.90314,0.24935447,0.0065674484,0.24935447,75.06455,52.90314,0.4709686,"下午小確幸時間到！😍😍😍
⏰4/15～5/15｜14:00pm～17:00pm
來指定門市內用即可享「✨飲料無限續✨」
只要低消一杯飲料或一份套餐~~~
就能暢飲多款人氣飲品喲🧋🍻
還不趕緊揪朋友一起來聊天放空嗎？😘👍
⚠活動店家🈶
翰林茶館-新竹巨城店、南紡購物中心店限定
#獨家優惠 #飲料喝好喝滿 #免費續杯 #特大杯續特大杯","活動期間 4/15~5/15 亶獨家 時段 : 舊 :1n""|7 口口 無很暢飲 (內用達低消 第三杯起即可免費續杯0回沖茶除外] 1.本活動不得與其他優惠台併使用 注燕平項 : 2.翰林國際茶餐飲某四保有本傻惡活動解釋 燮更 中止之輜"
hanlin.tea,3,0,995.0,0.00301504507492387,0.0,1.0000001,0.50000006,49.999992,0.68522805,0.7333811,0.68522805,31.477196,0.35968202,0.03765238,0.35968202,64.0318,31.477196,0.68522805,,"H ANLI N TE A RO O M 翰林茶館 營業公告 親愛的顧客您好: 由於台電停電維護設備, 本店4/29(二)店休一天 不便之處,敬請見諒 . 台南赤崁店"
hanlin.tea,8,0,995.0,0.008040120199796988,0.0,1.0000001,0.50000006,49.999992,0.7351916,0.9066305,0.7351916,26.480843,0.5320718,0.29842848,0.5320718,46.792816,26.480843,0.7351916,"🎉歡慶兒童節✨優惠饗不完🎉
2025/4/1~4/6連續六天~~
帶寶貝來翰林茶館用餐🥘🍜🍲🍝
國小以下寶貝送【熊貓🐼粉圓】乙份‼
Q甜可口的熊貓粉圓，讓您一吃就愛上😋💓
🔥還有加碼優惠▶️內用滿$799
憑APP券免費🉐【洋芋脆薯】乙份🍟
一口接一口，絕對讓您吃得過癮又心滿意足！
快帶著寶貝們一起來享受美好食光吧！❤️
⚠️注意事項：
1.活動不與其他優惠併用，翰林茶館-松山機場店/桃園機場店不適用本活動。
2.翰林國際茶餐飲集團保有本活動解釋、修改、中止之權力。
#翰林茶館 #翰林APP #優惠活動 #親子時光","-HAppY CHILDREN'S DAY- 4r1; 寶貝節 4r6% 奈館內用消費.國小心 r熊貓粉圓 下寶貝 贈送 乙份 5-5= = 三乓 翰林|P限定 注意事項 1.本活動不得與其他優惠並用 2.翰林茶館-松山 機場店 桃園機場店不適用本活動 3.洋芋脆薯需下載翰林 APP領券 消費滿$799即可免費兌換 4.翰林國際茶餐飲集皿 保有本優惠活動解釋 變更 中上二權力 翰林茶館 HANLIN TEA ROOM 內用消費滿799元 贈""洋芋脆薯_乙份"
comebuy_tw,35,0,3072.0,0.011393192079452866,0.0,1.0000001,0.50000006,49.999992,0.71391064,0.89030284,0.71391064,28.608936,0.35359702,0.0034708409,0.35359702,64.6403,28.608936,0.71391064,"🎉萬眾矚目 #神名募集 得主來了🎉
#現萃 對你來說是什麼樣的存在❓
是不是喝了療癒、喝了開心、喝了有精神❓
你的聲音我們聽到了 (*´ω`)人(´ω`*)
#COMEBUY 現萃之神喝了肯定超級𝗛𝗜𝗚𝗛.ᐟ.ᐟ
最終 ❝ 神名 ❞ 就是——— #嗨神 🙋🏻
︵‿︵‿🥤ヽ(&gt;□&lt; )ノ🥤︵‿︵‿
恭喜以下 ❝ 嗨神 ❞ 投稿者人人有獎...
✨ 首位投稿者—鄒O昇
➡️ 獲得一年份現萃(𝟯𝟲𝟱張𝟱𝟬元𝗩𝗜𝗣券)
✨ 其餘投稿者—何O媫、丁O瑩、李O瑋、高O瑋、陸O良、林O豪
➡️ 加碼送每人𝟮𝟬張𝟱𝟬元𝗩𝗜𝗣券((((尖叫))))
再次感謝大家的熱情參與🙏🏻
🔱請繼續支持一直不變的好喝 ❝ 嗨神 ❞ 🔱
以清爽日式煎茶搭配蜂蜜香氣烘製而成
具有淡淡蜜香的黃金茶湯 ≈
熱銷𝟮𝟬年➰喝了超𝗛𝗜𝗚𝗛➰獨創茶的神話✨
#無可取代的單杯現萃 #好喝 #現萃",最終神名 晦神 ConEBUY 恭喜鄒0昇 獲得一年份現萃 其他也投稿晦神者 加碼送20張VIP券!
thefarfarfarm,261,1,14000.0,0.018999986428581122,0.0,1.0000001,0.50000006,49.999992,0.42656663,0.8110299,0.42656663,57.343338,0.37653,0.040046237,0.37653,62.347,57.343338,0.42656663,"有發發的日常好療癒
奇異鳥 LINE 表情❗上架拉
ᴸᴵᴺᴱ那個誰一下 🌱讓對話不無聊
#發發 #奇異鳥 #優格 #優格飲 #LINE貼圖 #LINE #thefarfarfarm #喝杯發發 #SO發SOGOOD",發發出表情貼啦 dKNO斷 50 &$玉
thefarfarfarm,253,0,14000.0,0.018071415663274526,0.0,1.0000001,0.50000006,49.999992,0.7058633,0.6988134,0.7058633,29.41367,0.5056985,0.030182527,0.5056985,49.43015,29.41367,0.7058633,"奇異鳥愛地球 🌏 #世界地球日
用一杯飲品 🥤 為地球乾一杯！
🌟即日起~⁴月³⁰日
來店購買 #奇異鳥透明雙層環保隨行杯 享88折優惠
奇異鳥再招待 #牧場優優飲品 乙杯
環保行動再加碼💪
自帶 #奇異鳥透明雙層環保隨行杯 購買飲品
享免費加1配料 🫧 為美味多添一份驚喜！
帶著你的環保杯，來享受這份為地球準備的美好吧❤️
#發發 #奇異鳥 #優格 #優格飲 #期間限定 #世界地球日 #喝杯發發 #SO發SOGOOD",
peaktea.official,99,1,2867.0,0.036274725236396105,0.0,1.0000001,0.50000006,49.999992,0.30488443,0.7751745,0.30488443,69.51156,0.8305308,0.44650334,0.8305308,16.946918,69.51156,0.30488443,"\ 這是珍的！ /
​
✦全台首創✦
— 蕎麥珍珠 —
​
4/12 — 4/13
全 日 免 費！
​
蕎麥珍珠｜甜中帶潤，Q中藏香
汲取蕎麥茶獨有的陽光穀物香、以及炒焙過的微焦香，慢火熬煮至透出琥珀般透亮色澤✧✧⭒꙳
​
◤ 蕎麥珍珠｜讓你的飲料更有靈魂！◢
❙ #蕎麥珍珠夏青那堤
帶有輕焙火、木質香氣的夏青為茶底，搭配鮮乳悠然香氣娓娓道來，
首創穀香融入Ｑ彈珍珠，細嚼時蕎麥的焦香風味在口中蔓延，整體風味層次繁馥。
​
❙ #蕎麥珍珠奶茶
帶有蜜香與焦糖香氣的山峰奶茶為基底，與渾厚奶香融合不膩口，再加入帶有獨特穀物焦香的蕎麥珍珠，入口後淡淡焙香釋出，每一口都是豐富的味覺堆疊。
​
▾活動說明▾
‧ 此優惠每人限購兩杯
‧ 每一杯：限加1份免費蕎麥珍珠
‧ 每杯如加料超過1份以上：
▸ 每杯限加最多3份
▸ 蕎麥珍珠每一杯限免費1份
​
‧ 如蕎麥珍珠完售，將以菜燕替代。
‧ 活動僅限來店消費，線上預訂/外送不適用
—————— ◮ ——————
↬ #青山青茶專業製作 | #Peak Tea
↬ 加盟請洽LINE：@ peak.tea
​
忠孝復興 ❙ 大安通化 ❙ 中山南西
板橋府中 ❙ 台中美村 ❙ 新竹光復(𝟒/𝟐𝟕 𝐎𝐩𝐞𝐧)",青山 pE A KT E A 舌 茶 專 曩 畏 作 4. 12 全台首創 4. 13日 蒼麥珍珠 日 免|費
peaktea.official,47,1,2867.0,0.018137362618198052,0.0,1.0000001,0.50000006,49.999992,0.3589547,0.7686887,0.3589547,64.10453,0.5533005,0.0077627036,0.5533005,44.66995,64.10453,0.3589547,"───── 青山 𝙊𝙥𝙚𝙣！─────
​
| 新 竹 光 復 店 |
4/27 ➠ 4/30 開幕活動
​
──── • 4/27 • ────
第１杯
指定飲品免費送
〔冬青 | 桂花玄米茶 | 天蟬那堤〕▸３選１▸每人限領一杯
​
第２杯(起)
全品項５折▸每人限購五杯
​
──── • 4/28～4/30 • ────
全品項７３折▸每人限購五杯
​
◤新竹光復我們來了！◢
青山 青茶專業製作
| 新 竹 光 復 店 |
​
地址：新竹市東區光復路一段424號
電話：03-577-0516
LINE@：<a href=""/profile/465cgwmg/"">@465cgwmg</a> 
​
• 以上活動僅限來店 •
電話/線上預訂不適用
​
↬ 加盟請洽：@ peak.tea
​
#青山青茶專業製作 #Peaktea",青山 pE A K TE A 背 茶 牙 萊 裂 作 GRAND OPENING 新竹光復店 4/27開幕慶 四款青茶 四季為名 四種韻味 4 Peakteas 4 Seasons 4 Elegances
tea.melody,10,2,680.0,0.02941133218629138,0.0,1.0000001,0.50000006,49.999992,0.43047273,0.7997118,0.43047273,56.95273,0.310876,0.0015231393,0.310876,68.9124,56.95273,0.43047273,"🌷春天的浪漫，捧在手心裡🌷
玫瑰綻放，將春天的花團錦簇繪在紙杯上，粉嫩的粉藍與粉紅交織成一片夢幻花海，每一杯，都像是一束盛開的春日花束，讓人一見傾心♡ˊ˗
無論你喜歡哪一種顏色，都能在這杯子裡找到屬於你的春日儀式感✨
一起用花開的心情，迎接最美的季節吧！
── ✨ 𝑪𝒐𝒎𝒊𝒏𝒈 𝑺𝒐𝒐𝒏 ✨ ──
📖 最新𝙈𝙀𝙉𝙐 中南部/北部
🔗 https://reurl.cc/MOrqD4
📍 門市查詢
🔗 https://pse.is/3k8lwt",00 NEW 華麗登場| 玫瑰限定杯 十_胡 TE MELOD` 十_胡 T1:` MiL.0D}
tea.melody,5,0,680.0,0.007352833046572845,0.0,1.0000001,0.50000006,49.999992,0.527163,0.7761407,0.527163,47.2837,0.7134659,0.08191949,0.7134659,28.653408,47.2837,0.527163,"✨黃金焙炒蕎麥茶包｜新裝上市✨
0脂肪｜0咖啡因｜低熱量
嚴選台灣韃靼黃金蕎麥，以輕焙工法釋放出淡雅穀物香，顆顆金黃飽滿，每一口茶湯都甘甜清爽✨ˊ˗ 𓂂𓏸
❄️ 冷熱皆宜｜可多次回沖，無論是暖心熱飲，還是沁涼冷泡，都讓你的日常多一點溫潤療癒感！♡
✔ SGS檢驗合格
✔ 單顆8g大容量
─✨ 𝑪𝒐𝒎𝒊𝒏𝒈 𝑺𝒐𝒐𝒏 ✨ ─
🛒 全台門市販售中
｜門市查詢｜https://pse.is/3k8lwt
🛒 網路商城⬇ 𝗕𝘂𝘆 𝗡𝗼𝘄 ⬇
立即下單▸ https://portaly.cc/teamelody",{目 TEA MELODY 十二糕 NEW 暠麥茶包新上市! 台灣蒼麥|輕焙穀香` 韃靼種黃金蒿麥 l00%台灣焙炒製造 無香料 零咖啡因 低熱量 零脂肪 無添加物 膳食 纖維 黜  翱|' 鼎因 10 單顆8g大容量包裝 冷/熱飲皆宜 可多次回沖 STARTS aaslin HAPPINESs 立體三角茶包 311181##1 十二胡 TEA MFLGDY 茶湯甘甜 飯後解膩 SGS檢驗合格 合格驗證 +88#荒3'妄 SGS
mamatea_1211,6,0,148.0,0.040537801499898655,0.0,1.0000001,0.50000006,49.999992,0.63402635,0.8950056,0.63402635,36.597366,0.77003604,0.42956805,0.77003604,22.996395,36.597366,0.63402635,"【穀雨｜春天的最後一場細雨】
在節氣裡，「穀雨」是一場滋養的等待——
雨水落下🌧️，穀物飽滿，為初夏的生長打下底蘊。
就像我們的生活，有時需要一場細雨，
慢慢滲進日常，讓焦躁、疲憊、迷惘都有一個出口。
在這個轉換的節氣，
來一杯檸檬愛玉吧🍋清爽的酸、柔嫩的果凍感，
像是替你撫平心上的皺摺，提醒你——
生活不是一直向前衝，而是學會停下來，好好感受🥰
—
📍紅茶媽媽 苑裡總店
🏠 苗栗縣苑裡鎮中正里12鄰60之1號
☎️ 0903-690-621
💬 Line｜<a href=""/profile/854092/"">@854092</a> （可私訊訂購）
#紅茶媽媽 #穀雨 #春天的儀式感 #穀雨節氣 #飲料療癒日常 #檸檬愛玉 #慢下來的時光 #mamatea",穀雨 Grain Rain _ MAMATEA
chaffee_tw,2,0,290.0,0.006896313920209648,0.0,1.0000001,0.50000006,49.999992,0.6965398,0.85495657,0.6965398,30.346018,0.5145904,0.049208015,0.5145904,48.540962,30.346018,0.6965398,"𝑵𝑬𝑾新上市！#綜合洋蔥堅果
嚴選3款優質堅果~夏威夷豆 x 黑豆 x 杏仁粒
經過低溫烘烤，保留堅果營養風味🥰
加入特調無添加香料的天然洋蔥粉🧅
每口都吃得到濃郁洋蔥香氣！
讓人忍不住一口接一口！美味無負擔✨
2款尺寸包裝
#隨手包 輕巧小包裝，隨身帶著走👍🏻
#夾鏈袋 大包裝滿足熱愛堅果的你!
天仁茗茶各門市~好評販售中🔥
-
▪️ 天仁茗茶銷售據點：https://reurl.cc/WDDDO9
▪️ 天仁茗茶APP：https://ppt.cc/fh7awx
▪️ 天仁茗茶LINE好友： https://lin.ee/RU2FfeB
（新好友加入即贈好友大禮包🎁！)","單筆消費不限金額 綜台洋蔥堅果夾鏈袋 加購價210元乙包 (原價260元/130公克/包) NEW 新上市 天#0辜* Al1El :1'`[`& _F.31{U. 衛燼范畢 |黑三 綜合洋蔥堅果 ={ & FLt!aR 34 17.;1(2. 1~ ;11.'_!11 #1 01F- r尹 $##] +1 1#1:1:- 8tt.6]1 濕穹 苹迭6 hm- <1- {5#,*;; 5- hineo 單筆消費不限金額 綜台洋蔥堅果隨手包 加購價49元乙包 (原價60元/30公克/包| 天仁 茗茶 TRaNyTEA ii嚇 iiiilis .+.522;1-= 7 T1!*{."
chaffee_tw,12,0,290.0,0.04137788352125789,0.0,1.0000001,0.50000006,49.999992,0.5511058,0.89925987,0.5511058,44.88942,0.5083343,0.023336777,0.5083343,49.166573,44.88942,0.5511058,"四月連假，最適合來場輕旅行😍
來 #LaLaport南港 感受滿滿活力，輕鬆愜意逛一整天～
走累了？來 #CHAFFEE 喝杯好茶補充滿滿能量！💪
無論是清爽酸甜的 #913CHAFFEE西西里🍋
還是醇厚回甘的 #913茶王🥤
💖每一口都帶來滿滿療癒~
📍 門市位置：台北市南港區經貿二路131號1樓(LaLaport南港)
不知道想去哪裡玩~來 #LaLaport南港 逛街準沒錯~
#CHAFFEE #LaLaport南港 #新開幕",CHAFFEE CHAFFEE C| FH[ 天[二茗茶 #New Opening #LaLaport南港CHAFFEE
zhizuocha,6,0,354.0,0.01694867376627779,0.0,1.0000001,0.50000006,49.999992,0.52695554,0.7455817,0.52695554,47.304447,0.5129122,0.032820735,0.5129122,48.70878,47.304447,0.52695554,"🌾植作茶 - 臺灣古種新系列🌾
4/3 - 4/6
新系列上市【臺灣古種】
🌾「黑芒紅米稻 」
🌾「黑芒紅米鮮奶」
同品項買一送一
—
活動內容，皆為來店
— ┏━━━《關於植作茶》━━━┓
🔷植作茶 #無咖啡因飲品專賣店
🔷天然、健康、無添加、無熱量、無負擔
🔷低溫烘焙，穀、麥、豆、花草熬煮飲品
🔶全品項無咖啡因
🔶將最健康的飲品分享給每一位顧客
🔶將最營養的味道回饋給每一位夥伴
🔶將最高的價值帶到世界各地每個角落 ┗━━━《關於植作茶》━━━┛
—
#植作茶 #守護您的健康
#天然 #無色素 #無香料
#無熱量 #無負擔
#營養價值 #養身飲品
#健康飲品 #無咖啡因
#飲料 #飲料推薦
#健康手搖飲 #健康飲食
#買一送一 #新品上市",植作茶 /11/16111 111 新系列上市 4/3 4/6 新系列 [臺灣古種] 買一送- GRA!;:
teafect.1,8,0,785.0,0.010190952981490682,0.0,1.0000001,0.50000006,49.999992,0.65095174,0.75564235,0.65095174,34.904827,0.73448014,0.31238005,0.73448014,26.551987,34.904827,0.65095174,"＼春遊神搭配❣️開心出遊，茶香相伴／
春暖花開，正是踏青賞景的好時節！
讓台茶1号為你精心準備「這一杯」
伴你感受春日的美好片刻🌸
🌸 賞櫻篇 🌸
隱藏版 - 丹波抹茶拿鐵 x 日式點心
濃郁抹茶拿鐵，茶香與奶香交織
香甜紅豆顆粒與Q彈波霸，每一口都是層次堆疊的享受
再搭配花見糰子、櫻餅等經典日式點心
瞬間化身櫻花樹下的悠閒旅人，彷彿一秒飛往日本
🥪 野餐篇 🥪
清爽配 - 春釀雙梅綠 x 飯糰三明治
野餐怎能少了輕食搭配？
一口酸甜清爽的春釀雙梅綠，喚醒味蕾、開啟話題，
佐飯糰三明治，簡單卻充滿春天的幸福感💚
🏕️ 露營篇 🏕️
解膩美味 - 阿里山金萱 x 烤肉派對
營火升起，美味登場！
醬香濃郁的烤肉，搭配一杯清爽回甘的阿里山金萱
不僅解膩，更襯托食材的鮮美
讓這場露營派對更加盡興🔥
#台茶1号 #一本初心做好茶 #Teafect1 #PerfectTea
#丹波抹茶拿鐵 #春釀雙梅綠 #阿里山金萱 #台灣茶 #春遊",3 春遊 神搭配 TEAFECT.1 台茶1號
teafect.1,7,0,785.0,0.008917083858804346,0.0,1.0000001,0.50000006,49.999992,0.19682364,0.84788525,0.19682364,80.317635,0.8132452,0.32079872,0.8132452,18.675482,80.317635,0.19682364,"🏹飲料大戰：純茶派 VS 多料派🛡️
宗教戰爭不停歇，各大門派站出來
告訴台小編，你是哪一派？
🍵純茶派
●代表：阿里山丹妃紅韻、阿里山金萱、阿里山覓玉等
●論點：沒有料，才可以品嘗茶葉最單純的回甘美味
料只會阻礙我喝飲料的速度
🥤多料派
●代表：鮮芋頭奶綠、鮮奶三寶、百香鮮Q綠
●論點：不喝料，何以叫飲「料」
沒有人放得下Q彈珍珠、綿密芋頭與各種豐富配料
這是世界上最完美的結合💗
當然無論你是哪一派，台茶1号都能滿足你😋
🔎來台茶1号找好茶： no1-tea.com.tw/store
#阿里山丹妃紅韻 #鮮芋頭奶綠
#宗教戰爭 #純茶派 #多料派 #殘酷的二選一
#專1 #唯1 #第1 #一本初心做好茶
#Teafect1 #PerfectTea",TEAFECT.1台茶1號 築 $ 桑 T10|441 TASTE SUPERIOR BRUSSEL5 2020 TASTE HHIARD
